Title,language_type,primary_genre,overview,vote_average,vote_count,popularity,is_popular
Nightcrawler,Hollywood,Crime,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",7.7,9842.0,44.734,1
Pernicious,Hollywood,Horror,It was supposed to be an adventure of a lifetime as three young girls spend the summer in Thailand. But their adventure quickly becomes a nightmare when the trio unleashes the spirit of a murdered child with only one thing on her mind - revenge.,4.6,50.0,5.711,0
Young Ones,Hollywood,Western,"In a future where water is scarce, a farmer defends his land and hopes to rejuvenate his parched soil. However, his daughter's boyfriend schemes to steal the land for himself.",5.7,267.0,7.354,0
Laggies,Hollywood,Comedy,"Overeducated and underemployed, 28 year old Megan is in the throes of a quarterlife crisis. Squarely into adulthood with no career prospects, no particular motivation to think about her future and no one to relate to, Megan is comfortable lagging a few steps behind - while her friends check off milestones and celebrate their new grown-up status. When her high-school sweetheart proposes, Megan panics and- given an unexpected opportunity to escape for a week - hides out in the home of her new friend, 16-year old Annika and Annika's world-weary single dad Craig.",6.1,1055.0,10.23,0
Revenge of the Green Dragons,Hollywood,Drama,"A true immigrant story set against the vibrant backdrop of Flushing, N.Y. in the 1980s and 1990s.",5.3,77.0,7.09,0
Ouija,Hollywood,Horror,A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.,5.2,2480.0,25.487,0
Interstellar,Hollywood,Adventure,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,8.404,31682.0,170.207,1
A Merry Friggin' Christmas,Hollywood,Comedy,"Boyd Mitchler and his family must spend Christmas with his estranged family of misfits. Upon realizing that he left all his son's gifts at home, he hits the road with his dad in an attempt to make the 8-hour round trip before sunrise.",5.3,202.0,12.976,0
The Better Angels,Hollywood,Drama,"At an isolated log cabin in the harsh wilderness of Indiana circa 1817, the rhythms of love, tragedy, and the daily hardships of life on the developing frontier shaped one of our nation’s greatest heroes: Abraham Lincoln. Abe is a thoughtful and quiet boy who spends his days at the side of his beloved mother while learning to work the land from his stern father. When illness takes his mother, Abe's new guardian angel comes in the form of his new stepmother, who sees the potential in the boy and pushes for his further education.",6.1,35.0,5.551,0
Big Hero 6,Hollywood,Adventure,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",7.737,14509.0,106.191,1
Elsa & Fred,Hollywood,Drama,"After his daughter persuades him to move into a new apartment, aged widower Fred strikes up a friendship with his eccentric 74-year-old neighbour Elsa, who convinces him it's never too late to keep enjoying life. Although he seemed resigned to a miserable bedridden existence, Fred embraces Elsa's youthful enthusiasm as she introduces him to the path of life and entertains him with outlandish stories about her past life. But when he discovers Elsa's terminally ill, Fred decides to accompany her on the trip of her dreams to the eternal city of Rome to help her fulfil a lifelong ambition.",6.0,73.0,5.589,0
Jessabelle,Hollywood,Thriller,A young woman recuperating at her father's run-down home after a tragic accident soon encounters a terrifying presence with a connection to her long-deceased mother.,5.4,716.0,11.003,0
Beside Still Waters,Hollywood,Comedy,A young man struggles for closure after the death of his parents.,3.8,4.0,1.698,0
Beyond the Lights,Hollywood,Romance,"Noni Jean is a hot new rising star. But not all is what it seems, and the pressure causes Noni to nearly fall apart - until she meets Kaz Nicol, a promising young cop and aspiring politician who's been assigned to her detail. Can Kaz's love give Noni the courage to find her own voice and break free to become the artist she was meant to be?",6.9,343.0,11.253,0
Dumb and Dumber To,Hollywood,Comedy,"20 years since their first adventure, Lloyd and Harry go on a road trip to find Harry's newly discovered daughter, who was given up for adoption.",5.548,2863.0,45.128,0
Foxcatcher,Hollywood,Drama,The greatest Olympic Wrestling Champion brother team joins Team Foxcatcher led by multimillionaire sponsor John E. du Pont as they train for the 1988 games in Seoul - a union that leads to unlikely circumstances.,6.659,2087.0,14.834,0
The Homesman,Hollywood,Western,"When three women living on the edge of the American frontier are driven mad by harsh pioneer life, the task of saving them falls to the pious, independent-minded Mary Bee Cuddy. Transporting the women by covered wagon to Iowa, she soon realizes just how daunting the journey will be, and employs a low-life drifter, George Briggs, to join her. The unlikely pair and the three women head east, where a waiting minister and his wife have offered to take the women in. But the group first must traverse the harsh Nebraska Territories marked by stark beauty, psychological peril and constant threat.",6.6,712.0,11.148,0
Saving Christmas,Hollywood,Comedy,"Kirk is enjoying the annual Christmas party extravaganza thrown by his sister until he realizes he needs to help out Christian, his brother-in-law who has a bad case of the bah-humbugs.",1.9,75.0,4.656,0
Horrible Bosses 2,Hollywood,Comedy,"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",6.179,3808.0,31.973,0
Penguins of Madagascar,Hollywood,Family,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.",6.514,3731.0,68.965,0
Comet,Hollywood,Science Fiction,"When a chance encounter brings together the cynical Dell and the quick-witted Kimberly, the stage is set for a tempestuous love affair that unfolds like a puzzle. As the film zigzags back and forth in time-from a meteor shower in LA, to an encounter in a Paris hotel room, to a fateful phone call — an unforgettable portrait of a relationship emerges.",6.7,398.0,6.021,0
Wild,Hollywood,Drama,A woman with a tragic past decides to start her new life by hiking for one thousand miles on the Pacific Crest Trail.,7.017,2243.0,15.892,1
Exodus: Gods and Kings,Hollywood,Adventure,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",5.8,4180.0,70.602,0
Inherent Vice,Hollywood,Drama,"In Los Angeles at the turn of the 1970s, drug-fueled detective Larry ""Doc"" Sportello investigates the disappearance of an ex-girlfriend.",6.58,2272.0,16.101,0
The Color of Time,Hollywood,Drama,A poetic road trip through Pulitzer prize-winning CK Williams' life over the course of 40 years.,4.1,31.0,4.947,0
Top Five,Hollywood,Drama,A comedian tries to make it as a serious actor when his reality-TV star fiancé talks him into broadcasting their wedding on her TV show.,6.2,413.0,6.797,0
